mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,29.206275939941406,4.207730293273926,5.454063415527344
mps-uncap,0.9,34.18922424316406,5.371809005737305,5.927801132202148
mps-uncap,1.0,35.98034381866455,6.203413009643555,6.359577178955078
mps-uncap,0.5,23.82206916809082,5.53131103515625,3.6449432373046875
mps-uncap,0.6,25.65908432006836,5.121707916259766,3.874063491821289
mps-uncap,0.7,27.73594856262207,4.187107086181641,4.827141761779785
mps-uncap,0.1,23.799419403076172,6.025552749633789,3.469228744506836
mps-uncap,0.2,22.246837615966797,5.77092170715332,3.4574270248413086
mps-uncap,0.3,22.2320556640625,5.875825881958008,3.490567207336426
mps-uncap,0.4,22.867202758789062,5.806922912597656,3.598928451538086
