mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,135.88658332824707,31.247985363006553,41.1995387077333
mps-uncap,0.9,287.6873874664309,102.76269912719727,89.81508970260619
mps-uncap,1.0,2361.119258403778,4192.837772369386,420.8356285095215
mps-uncap,0.5,45.963354110717816,15.019469261169434,13.11917304992675
mps-uncap,0.6,67.89654493331915,18.95204544067379,19.22568321228027
mps-uncap,0.7,81.74700260162373,24.23897743225098,21.76666259765625
mps-uncap,0.1,18.101322650909406,5.935335159301759,3.048534393310547
mps-uncap,0.2,23.296051025390607,8.376603126525875,4.767653942108129
mps-uncap,0.3,28.15237045288087,10.438213348388672,7.177636623382555
mps-uncap,0.4,56.563718318939024,12.304410934448242,10.286521911621097
