mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,199.61118698120117,54.72707748413086,73.85635375976562
mps-uncap,0.9,389.0347480773926,148.12064170837402,123.71182441711426
mps-uncap,1.0,2453.89723777771,4234.886884689331,465.41643142700195
mps-uncap,0.5,84.34939384460449,29.120683670043945,29.532670974731445
mps-uncap,0.6,126.97315216064453,38.89107704162598,52.00505256652832
mps-uncap,0.7,146.18802070617676,52.70195007324219,43.62154006958008
mps-uncap,0.1,41.72325134277344,13.091087341308594,10.845184326171875
mps-uncap,0.2,61.029672622680664,20.03931999206543,18.758773803710938
mps-uncap,0.3,64.24617767333984,21.150827407836914,19.289255142211914
mps-uncap,0.4,113.48581314086914,24.882078170776367,31.67438507080078
