mode,load,0_mobilenet_v3_small-16,1_densenet169-4,2_efficientnet_b7-8
mps-uncap,0.6,6.7855119705200195,26.448845863342285,23.331880569458008
mig,0.6,5.975961685180664,24.455785751342773,67.83580780029297
mps-uncap,0.7,8.585810661315918,30.557632446289062,23.862361907958984
mig,0.7,7.261753082275391,29.839515686035156,84.32984352111816
mps-uncap,0.8,11.447429656982422,50.65655708312988,24.016618728637695
mig,0.8,8.693814277648926,40.06314277648926,107.5906753540039
mps-uncap,0.9,25.966644287109375,70.75715065002441,24.42312240600586
mig,0.9,14.893770217895508,106.95123672485352,170.95112800598145
mps-uncap,1.0,896.1708545684814,2010.6961727142334,24.89340305328369
mig,1.0,74.25451278686523,1630.8479309082031,368.3662414550781
mps-uncap,1.1,6825.887084007263,4607.351064682007,25.52342414855957
mig,1.1,2821.054458618164,4186.776399612427,5987.533807754517
mps-uncap,1.2,10142.179489135742,9668.092489242554,31.61001205444336
mig,1.2,6077.050685882568,6583.263635635376,6428.442716598511
mps-uncap,1.3,13172.146081924438,12192.086458206177,34.20150279998779
mig,1.3,9210.723876953125,8979.567050933838,11432.202458381653
