mode,load,0_mobilenet_v3_small-16,1_densenet169-4,2_efficientnet_b7-8
mps-uncap,0.6,2.3093223571777344,9.131550788879395,0.021696090698242188
mig,0.6,1.752018928527832,7.182598114013672,19.26589012145996
mps-uncap,0.7,4.192352294921875,13.323545455932617,0.021696090698242188
mig,0.7,3.063201904296875,13.039350509643555,35.42041778564453
mps-uncap,0.8,7.035493850708008,33.11300277709961,0.021457672119140625
mig,0.8,4.593968391418457,23.05889129638672,59.34023857116699
mps-uncap,0.9,21.48723602294922,53.64084243774414,0.021219253540039062
mig,0.9,10.730981826782227,89.61129188537598,122.52926826477051
mps-uncap,1.0,891.8404579162598,1993.1669235229492,0.024318695068359375
mig,1.0,70.10555267333984,1613.6763095855713,319.8089599609375
mps-uncap,1.1,6821.552395820618,4590.18874168396,0.4858970642089844
mig,1.1,2816.944360733032,4169.898509979248,5939.297914505005
mps-uncap,1.2,10137.642860412598,9651.251792907715,8.552312850952148
mig,1.2,6072.991371154785,6566.738605499268,6380.285024642944
mps-uncap,1.3,13168.031454086304,12174.991130828857,11.000752449035645
mig,1.3,9206.677913665771,8962.740182876587,11384.013295173645
