mode,load,0_densenet121-4,1_densenet201-2,2_resnet34-2
mps-uncap,0.8,8181.9645166397095,8114.066243171692,5201.918363571167
mps-uncap,0.9,10773.773193359375,10110.692381858826,7420.387387275696
mps-uncap,1.0,12393.131732940674,11770.933628082275,9423.520565032959
mps-uncap,0.5,31.985044479370117,73.94981384277344,6.661891937255859
mps-uncap,0.6,1358.2704067230225,1685.5533123016357,14.455080032348633
mps-uncap,0.7,5145.511150360107,5618.185758590698,1160.4983806610107
mps-uncap,0.1,16.458988189697266,22.997140884399414,7.550239562988281
mps-uncap,0.2,13.988256454467773,22.862911224365234,5.257844924926758
mps-uncap,0.3,14.821410179138184,23.619651794433594,4.316091537475586
mps-uncap,0.4,22.787094116210938,35.94255447387695,5.15139102935791
