mode,load,0_densenet121-4,1_densenet201-2,2_resnet34-2
mps-uncap,0.8,329.53499125546733,94.50241991053153,566.1230210482875
mps-uncap,0.9,329.3825950411833,95.66184633219939,573.098372734623
mps-uncap,1.0,331.33461690159453,95.65430532201118,566.1069086610026
mps-uncap,0.5,278.1895552922323,80.45620915354318,419.35870849050093
mps-uncap,0.6,330.4412460984089,94.83596975265748,502.27915631914266
mps-uncap,0.7,329.2703990489887,94.77344295866374,568.6678864059869
mps-uncap,0.1,56.401185747578644,16.14192454929773,82.91735839820865
mps-uncap,0.2,112.51869655521087,32.436936774739905,166.52466491235376
mps-uncap,0.3,176.7405905369934,47.42030922755731,251.53046226565863
mps-uncap,0.4,228.01771576147934,63.119767390168136,340.89494519606444
