mode,load,0_densenet121-4,1_densenet201-2,2_resnet34-2
mps-uncap,0.8,16998.931169509888,16475.391387939453,10461.830615997314
mps-uncap,0.9,21632.610082626343,20895.764589309692,14853.513717651367
mps-uncap,1.0,25085.51263809204,24535.47954559326,19288.71512413025
mps-uncap,0.5,202.79550552368164,473.67286682128906,53.583383560180664
mps-uncap,0.6,2206.6688537597656,2425.2989292144775,126.57904624938965
mps-uncap,0.7,10149.082660675049,9167.263746261597,2355.5243015289307
mps-uncap,0.1,45.469045639038086,60.068368911743164,25.60138702392578
mps-uncap,0.2,60.150146484375,80.69586753845215,25.371074676513672
mps-uncap,0.3,81.71606063842773,148.1459140777588,24.050235748291016
mps-uncap,0.4,208.42790603637695,183.25209617614746,40.47894477844238
