mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,68.52984428405762,125.30345916748048,15.316700935363768
mps-uncap,0.9,141.08796119689944,382.11536407470703,123.80576133728027
mps-uncap,1.0,812.6771450042725,8960.249423980713,49.472332000732436
mps-uncap,0.5,23.094844818115234,21.715879440307617,7.781863212585454
mps-uncap,0.6,27.513980865478516,28.14507484436035,9.567403793334963
mps-uncap,0.7,30.932688713073734,44.1288471221924,11.239814758300783
mps-uncap,0.1,21.616697311401367,12.416553497314453,5.38945198059082
mps-uncap,0.2,23.721981048583984,14.256572723388672,6.330728530883789
mps-uncap,0.3,25.239396095275886,15.64643383026124,7.156038284301758
mps-uncap,0.4,22.49014377593994,18.320131301879883,6.939411163330078
