mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,127.73299217224121,190.37973642349243,28.1640648841858
mps-uncap,0.9,218.81295204162618,435.2628993988037,264.75172042846697
mps-uncap,1.0,1138.6601448059084,9927.713360786438,113.66588592529298
mps-uncap,0.5,25.486507415771484,29.924976825714097,9.109799861907907
mps-uncap,0.6,40.41190147399894,45.20586729049675,13.153333663940385
mps-uncap,0.7,46.00990772247311,72.36402511596681,16.5099048614502
mps-uncap,0.1,16.996383666992188,9.961829185485787,3.857421875000004
mps-uncap,0.2,19.807362556457512,14.370718002319336,6.167507171630859
mps-uncap,0.3,28.72249126434328,16.2125563621521,7.171621322631836
mps-uncap,0.4,25.461912155151357,22.544364929199215,7.758045196533209
