mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,143.39172840118408,198.78568410873413,31.893424987792976
mps-uncap,0.9,235.88974952697757,442.7050304412842,270.45888900756853
mps-uncap,1.0,1154.9381613731384,9936.173944473267,117.46414184570312
mps-uncap,0.5,38.14305305480958,37.464702129364,13.214390277862545
mps-uncap,0.6,54.86755371093744,52.45190858840942,17.773275375366207
mps-uncap,0.7,57.1440005302428,79.85148429870608,20.607233047485366
mps-uncap,0.1,34.654855728149414,19.01472091674803,8.066320419311527
mps-uncap,0.2,35.5032205581665,22.4191951751709,10.319423675537097
mps-uncap,0.3,39.48104381561281,23.474354743957516,11.494598388671877
mps-uncap,0.4,40.016412734985174,30.173525810241696,11.666250228881836
