mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,53.37965488433838,117.37124919891357,11.424851417541499
mps-uncap,0.9,123.89411926269536,374.1348743438721,119.12703514099121
mps-uncap,1.0,796.4074611663818,8952.122592926025,45.496273040771484
mps-uncap,0.5,11.554193496704102,13.97705078125,4.090118408203128
mps-uncap,0.6,15.196084976196289,20.549416542053223,5.624771118164064
mps-uncap,0.7,18.40629577636719,36.517715454101584,7.342624664306642
mps-uncap,0.1,0.0782012939453125,3.0806541442871116,0.04792213439941406
mps-uncap,0.2,8.408212661743162,5.641698837280283,1.9538402557373047
mps-uncap,0.3,11.323928833007827,7.63926506042481,3.0780553817749023
mps-uncap,0.4,10.642051696777344,10.557413101196289,3.1919479370117188
