mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,15.338540077209473,7.787942886352539,3.4319162368774414
mps-uncap,0.9,16.439199447631836,7.652521133422852,4.319667816162109
mps-uncap,1.0,16.45374298095703,8.139848709106445,3.8063526153564453
mps-uncap,0.5,11.278390884399414,7.210016250610352,3.177762031555176
mps-uncap,0.6,12.01629638671875,7.144570350646973,3.1783580780029297
mps-uncap,0.7,12.22074031829834,7.4291229248046875,3.4046173095703125
mps-uncap,0.1,19.244670867919922,8.59522819519043,4.038810729980469
mps-uncap,0.2,16.025066375732422,8.575201034545898,3.905057907104492
mps-uncap,0.3,14.475107192993164,8.294463157653809,3.8748979568481445
mps-uncap,0.4,11.91246509552002,7.592916488647461,3.6020278930664062
