mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,11.195540428161621,32.23288059234619,2.071976661682129
mps-uncap,0.9,38.27977180480957,248.15654754638672,35.388946533203125
mps-uncap,1.0,320.8974599838257,4590.663433074951,12.286901473999023
mps-uncap,0.5,0.025987625122070312,1.6843080520629883,0.024318695068359375
mps-uncap,0.6,0.026702880859375,4.807829856872559,0.024557113647460938
mps-uncap,0.7,0.02205371856689453,8.73708724975586,0.7181167602539062
mps-uncap,0.1,0.042438507080078125,0.03838539123535156,0.04100799560546875
mps-uncap,0.2,0.03218650817871094,0.027418136596679688,0.027894973754882812
mps-uncap,0.3,0.030755996704101562,0.027179718017578125,0.028371810913085938
mps-uncap,0.4,0.027418136596679688,0.029087066650390625,0.02574920654296875
