mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,16.661643981933594,8.905076980590822,5.990934371948242
mps-uncap,0.9,18.251514434814453,8.028984069824219,7.128000259399414
mps-uncap,1.0,16.73436164855957,8.448123931884766,6.067037582397461
mps-uncap,0.5,15.008068084716797,9.430766105651855,5.789923667907717
mps-uncap,0.6,15.772819519042969,9.419679641723633,6.203842163085938
mps-uncap,0.7,14.733266830444336,9.392404556274416,6.20708465576172
mps-uncap,0.1,20.39051055908203,10.664129257202148,4.308938980102539
mps-uncap,0.2,20.003080368041992,9.342193603515625,5.134344100952148
mps-uncap,0.3,18.454337120056152,9.706759452819824,5.6171417236328125
mps-uncap,0.4,15.865325927734375,9.723424911499023,5.4759979248046875
