mode,load,0_inception_v3-4,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,25.765180587768555,39.983272552490234,6.075859069824219
mps-uncap,0.9,54.50749397277832,255.9044361114502,40.42959213256836
mps-uncap,1.0,337.410569190979,4598.569869995117,16.45064353942871
mps-uncap,0.5,12.946844100952148,9.901762008666992,3.9145946502685547
mps-uncap,0.6,14.392614364624023,12.224793434143066,4.287242889404297
mps-uncap,0.7,14.196395874023438,16.452312469482422,5.307912826538086
mps-uncap,0.1,19.374370574951172,8.78453254699707,4.091024398803711
mps-uncap,0.2,17.325639724731445,8.819818496704102,3.994464874267578
mps-uncap,0.3,15.526652336120605,8.833527565002441,4.020333290100098
mps-uncap,0.4,13.79549503326416,9.404420852661133,3.8945674896240234
