mode,load,0_alexnet-8,1_inception_v3-2,2_resnet18-16
mps-uncap,0.8,56.333065032958984,134.14311408996582,105.78584671020508
mps-uncap,0.9,493.8774108886719,281.93020820617676,1131.1211585998535
mps-uncap,1.0,6076.273202896118,9970.908641815186,245.66888809204102
mps-uncap,0.5,15.36703109741211,53.215980529785156,25.44999122619629
mps-uncap,0.6,18.70894432067871,71.75207138061523,31.306982040405273
mps-uncap,0.7,22.03655242919922,114.18604850769043,47.5161075592041
mps-uncap,0.1,16.442537307739258,44.88205909729004,11.787176132202148
mps-uncap,0.2,14.974355697631836,45.83930969238281,16.07990264892578
mps-uncap,0.3,16.227245330810547,52.79231071472168,16.77727699279785
mps-uncap,0.4,18.753767013549805,61.04564666748047,26.202917098999023
