mode,load,0_alexnet-8,1_inception_v3-2,2_resnet18-16
mps-uncap,0.8,15.071725845336928,53.91244888305668,34.559035301208525
mps-uncap,0.9,213.2689952850342,164.61415290832528,930.7435750961304
mps-uncap,1.0,5421.944761276245,9246.051549911499,149.89726543426517
mps-uncap,0.5,4.311561584472656,22.905158996582035,8.785486221313477
mps-uncap,0.6,4.70423698425293,29.106283187866207,11.01503372192383
mps-uncap,0.7,6.366825103759767,38.96937370300293,15.385270118713379
mps-uncap,0.1,2.9720783233642583,23.46429824829102,6.309080123901367
mps-uncap,0.2,3.1503200531005864,22.515845298767086,6.991028785705567
mps-uncap,0.3,3.257179260253906,21.49605751037599,7.836341857910156
mps-uncap,0.4,3.68499755859375,20.094442367553714,8.003759384155273
