mode,load,0_alexnet-8,1_inception_v3-2,2_resnet18-16
mps-uncap,0.8,3.097057342529297,11.95526123046875,7.184863090515137
mps-uncap,0.9,101.6688346862793,50.71616172790527,456.85482025146484
mps-uncap,1.0,3345.207929611206,5169.358491897583,57.741522789001465
mps-uncap,0.5,0.025272369384765625,0.3097057342529297,0.024557113647460938
mps-uncap,0.6,0.2276897430419922,4.140138626098633,0.8151531219482422
mps-uncap,0.7,0.9229183197021484,7.325172424316406,2.5205612182617188
mps-uncap,0.1,0.028371810913085938,0.03218650817871094,0.030994415283203125
mps-uncap,0.2,0.027894973754882812,0.030279159545898438,0.02765655517578125
mps-uncap,0.3,0.026464462280273438,0.029087066650390625,0.027179718017578125
mps-uncap,0.4,0.025033950805664062,0.0286102294921875,0.025510787963867188
