mode,load,0_alexnet-8,1_inception_v3-2,2_resnet18-16
mps-uncap,0.8,13.214588165283205,44.62785720825195,30.178642272949258
mps-uncap,0.9,211.46557331085205,154.69322204589844,926.0292053222656
mps-uncap,1.0,5419.61989402771,9234.21311378479,145.86243629455566
mps-uncap,0.5,2.4918079376220703,13.639688491821323,4.935979843139648
mps-uncap,0.6,2.9938220977783203,19.83704566955566,7.086515426635749
mps-uncap,0.7,4.658246040344244,29.29472923278809,11.375784873962402
mps-uncap,0.1,0.28109550476074546,7.907104492187503,0.06287097930908205
mps-uncap,0.2,1.1520385742187502,10.487127304077145,2.566099166870118
mps-uncap,0.3,1.410818099975586,10.92042922973633,3.616809844970703
mps-uncap,0.4,1.7419338226318362,10.718393325805671,3.8844585418701167
