mode,load,0_alexnet-8,1_inception_v3-2,2_resnet18-16
mps-uncap,0.8,27.36288070678711,85.29749870300284,67.26646184921263
mps-uncap,0.9,433.1086921691894,234.03288841247561,1097.1710681915283
mps-uncap,1.0,6002.597694396973,9860.234191417694,203.81650447845456
mps-uncap,0.5,6.382122039794921,29.88822937011732,12.285919189453095
mps-uncap,0.6,6.745576858520498,42.00920581817627,14.83611106872561
mps-uncap,0.7,10.355906486511238,69.18374061584477,24.655282497406006
mps-uncap,0.1,2.114944458007811,19.129686355590817,4.445734024047853
mps-uncap,0.2,3.005542755126933,26.00894689559935,6.709194183349584
mps-uncap,0.3,3.8645839691162096,23.95343780517577,8.406400680541992
mps-uncap,0.4,5.031490325927735,23.438749313354485,9.22268867492673
