mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,71.66862487792969,19.03700828552246,22.35126495361328,19.133973121643066
