mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,73.69780540466309,22.290945053100586,26.137828826904297,22.075891494750977
