mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.009298324584960938,0.0057220458984375
