mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,40.784358978271484,10.062456130981445,11.915206909179688,7.712364196777344
