mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-32
mps-uncap,1.0,72.56355285644531,20.760726928710934,23.638010025024414,20.732402801513672
