mode,load,0_resnet152-16,1_resnet152-16,2_vgg16-8
mps-uncap,0.8,236.62428617477414,186.3062286376953,79.03647899627674
mps-uncap,0.9,598.610389232635,1716.2061643600464,282.91463851928705
mps-uncap,1.0,2140.106630325317,3386.7197871208195,6130.017209053039
mps-uncap,0.5,49.71885681152344,78.96687746047967,19.50232982635498
mps-uncap,0.6,88.82436752319357,74.77453231811522,30.523967742919737
mps-uncap,0.7,147.6796078681942,127.38756895065309,67.63023376464845
mps-uncap,0.1,22.378640174865744,29.933664798736494,8.268432617187507
mps-uncap,0.2,27.647285461425795,19.657545089721687,7.714588642120362
mps-uncap,0.3,29.686403274536186,36.32820367813111,10.517442226409887
mps-uncap,0.4,38.67464065551755,38.71730804443355,14.495441913604736
