mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,31.458139419555664,46.92578315734863,58.15720558166504
mps-uncap,0.9,33.766746520996094,49.75700378417969,56.758880615234375
mps-uncap,1.0,34.2259407043457,46.24533653259277,59.06486511230469
mps-uncap,0.5,33.431053161621094,45.64666748046875,55.08899688720703
mps-uncap,0.6,31.15391731262207,46.23532295227051,56.65302276611328
mps-uncap,0.7,31.229734420776367,46.53310775756836,57.18040466308594
mps-uncap,0.1,32.27972984313965,40.93003273010254,44.4490909576416
mps-uncap,0.2,31.283140182495117,45.241355895996094,49.82399940490723
mps-uncap,0.3,32.982587814331055,42.51575469970703,53.75242233276367
mps-uncap,0.4,33.61105918884277,44.952392578125,52.79898643493652
