mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,85.75868606567383,137.71415948867798,426.8262338638299
mps-uncap,0.9,271.72288894653303,477.7611589431758,564.7437810897825
mps-uncap,1.0,612.298641204834,812.0544815063469,2220.131719112397
mps-uncap,0.5,35.508227348327644,58.865933418273954,89.39611911773694
mps-uncap,0.6,39.937992095947266,83.22311878204337,90.17675161361701
mps-uncap,0.7,56.96479797363281,110.65021038055421,176.27649307250974
mps-uncap,0.1,11.566028594970698,13.62032890319824,10.059323310852038
mps-uncap,0.2,13.711957931518546,25.245771408081016,27.100052833557122
mps-uncap,0.3,17.230932712554928,26.733803749084498,37.41328716278072
mps-uncap,0.4,27.222452163696296,50.25995731353767,50.10508298873903
