mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,150.60806274414062,254.0149688720703,621.8137741088867
mps-uncap,0.9,367.2504425048828,581.984281539917,671.0131168365479
mps-uncap,1.0,724.3049144744873,961.986780166626,2328.047752380371
mps-uncap,0.5,93.65153312683105,134.02175903320312,144.60468292236328
mps-uncap,0.6,78.16386222839355,163.87629508972168,169.75069046020508
mps-uncap,0.7,113.78264427185059,230.1623821258545,269.60062980651855
mps-uncap,0.1,32.306671142578125,44.16990280151367,47.77169227600098
mps-uncap,0.2,32.15646743774414,57.20949172973633,66.7879581451416
mps-uncap,0.3,43.95604133605957,88.41967582702637,84.98716354370117
mps-uncap,0.4,67.31343269348145,111.7250919342041,96.29654884338379
