mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,28.041839599609375,43.24324131011963,53.6165714263916
mps-uncap,0.9,30.867338180541992,45.33956050872803,53.124189376831055
mps-uncap,1.0,31.321072578430176,43.784141540527344,57.344913482666016
mps-uncap,0.5,25.126934051513672,37.64700889587402,45.86620330810547
mps-uncap,0.6,25.764608383178707,40.24648666381836,49.30119514465332
mps-uncap,0.7,26.723194122314453,41.26400947570801,50.57728290557861
mps-uncap,0.1,16.8365478515625,23.949384689331055,33.23960304260254
mps-uncap,0.2,18.474245071411133,28.549671173095707,38.04655075073243
mps-uncap,0.3,19.70839500427246,32.57608413696289,38.68203163146973
mps-uncap,0.4,20.70918083190918,33.80146026611328,42.94431209564209
