mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,9.16433334350586,17.41790771484375,26.594161987304688
mps-uncap,0.9,9.13858413696289,17.420291900634766,26.592254638671875
mps-uncap,1.0,9.220361709594727,17.538070678710938,38.050174713134766
mps-uncap,0.5,9.102582931518555,17.397403717041016,26.542186737060547
mps-uncap,0.6,9.074926376342773,17.41170883178711,26.543855667114258
mps-uncap,0.7,9.135961532592773,17.395496368408203,26.534080505371094
mps-uncap,0.1,9.145021438598633,17.5173282623291,26.74078941345215
mps-uncap,0.2,9.160280227661133,17.440319061279297,26.720046997070312
mps-uncap,0.3,9.114265441894531,17.46511459350586,26.709556579589844
mps-uncap,0.4,9.099483489990234,17.46678352355957,26.71504020690918
