mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,107.08165168762207,173.29818964004542,481.0843801498404
mps-uncap,0.9,300.51146745681757,520.883910655975,614.6432876586914
mps-uncap,1.0,640.3971934318544,853.3582878112792,2265.958988666535
mps-uncap,0.5,53.345096111297615,91.47820472717288,123.76652002334612
mps-uncap,0.6,61.321916580200124,119.81014966964696,128.94094944000253
mps-uncap,0.7,79.73423957824711,144.95854377746588,223.15864562988273
mps-uncap,0.1,30.320663452148434,39.99562263488768,44.45345401763916
mps-uncap,0.2,30.317015647888176,51.00009918212881,58.49394083023071
mps-uncap,0.3,34.940614700317354,57.65092372894288,74.62631225585928
mps-uncap,0.4,45.3991270065308,72.53573179245006,89.36387300491333
