mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,30.263423919677734,46.03503227233887,57.10397720336914
mps-uncap,0.9,32.903456687927246,46.935708522796624,56.02235794067383
mps-uncap,1.0,33.018109798431404,45.4738712310791,58.25767517089844
mps-uncap,0.5,30.74181079864502,44.13633346557617,51.60446166992189
mps-uncap,0.6,29.2142391204834,45.100626945495605,55.3418231010437
mps-uncap,0.7,29.665756225585948,45.23087501525879,55.95620870590209
mps-uncap,0.1,25.611519813537594,35.783052444458,43.722019195556626
mps-uncap,0.2,23.759436607360833,38.73845100402832,46.640403270721436
mps-uncap,0.3,29.499039649963375,40.68510532379151,46.41579627990716
mps-uncap,0.4,30.256743431091312,41.24984741210938,49.64189529418945
