mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,0.0133514404296875,0.013589859008789062,0.014543533325195312
mps-uncap,0.9,0.011920928955078125,0.013828277587890625,0.015974044799804688
mps-uncap,1.0,0.015974044799804688,0.01621246337890625,0.017642974853515625
mps-uncap,0.5,0.011444091796875,0.012874603271484375,0.015020370483398438
mps-uncap,0.6,0.011920928955078125,0.013113021850585938,0.015020370483398438
mps-uncap,0.7,0.011205673217773438,0.013589859008789062,0.014781951904296875
mps-uncap,0.1,0.023126602172851562,0.0209808349609375,0.026464462280273438
mps-uncap,0.2,0.015020370483398438,0.022649765014648438,0.0209808349609375
mps-uncap,0.3,0.01239776611328125,0.014066696166992188,0.015020370483398438
mps-uncap,0.4,0.012159347534179688,0.013828277587890625,0.014781951904296875
