mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,19.63043212890625,33.368468284606934,42.80877113342285
mps-uncap,0.9,26.57496929168701,39.90590572357178,49.16119575500488
mps-uncap,1.0,28.8541316986084,40.99845886230469,53.922295570373535
mps-uncap,0.5,15.912771224975586,22.77684211730957,32.508134841918945
mps-uncap,0.6,16.119956970214844,24.161100387573242,34.30771827697754
mps-uncap,0.7,17.60244369506836,26.772618293762207,37.229299545288086
mps-uncap,0.1,16.504287719726562,22.58896827697754,26.805400848388672
mps-uncap,0.2,16.67165756225586,20.204544067382812,26.804566383361816
mps-uncap,0.3,16.596555709838867,20.03788948059082,27.884960174560547
mps-uncap,0.4,16.341447830200195,20.247817039489746,31.519293785095215
