mode,load,0_densenet121-16,1_densenet161-16,2_densenet201-32
mps-uncap,0.8,426.34899597466546,287.54954521969177,478.109671767525
mps-uncap,0.9,496.4678425996531,327.8741346194432,552.513755777887
mps-uncap,1.0,524.7541069174385,367.3458408552544,585.0798864688537
mps-uncap,0.5,271.08870952784406,195.95471242439618,293.43717852806054
mps-uncap,0.6,323.16616789427127,213.600109619636,373.54184884717023
mps-uncap,0.7,377.56655840608283,251.28179113985914,418.33158652659915
mps-uncap,0.1,53.382847381716076,36.02460572028859,63.348691971833745
mps-uncap,0.2,103.99708650740314,75.55832977170779,113.53137627789272
mps-uncap,0.3,163.6675469560386,104.9033136814539,203.79249816570393
mps-uncap,0.4,214.76544247726702,158.39997085932674,238.54141962053535
