mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,28.445124626159668,22.226572036743164,5.153298377990723
mps-uncap,0.9,29.07252311706543,24.10721778869629,5.5980682373046875
mps-uncap,1.0,29.251813888549805,24.328231811523438,5.810737609863281
mps-uncap,0.5,24.350881576538086,16.782045364379883,4.618644714355469
mps-uncap,0.6,24.744749069213867,17.64988899230957,4.627704620361328
mps-uncap,0.7,27.26161479949951,20.20549774169922,4.776716232299805
mps-uncap,0.1,26.469945907592773,23.786544799804688,9.50765609741211
mps-uncap,0.2,21.302223205566406,18.183588981628418,8.380770683288574
mps-uncap,0.3,21.271586418151855,17.081260681152344,6.259918212890625
mps-uncap,0.4,23.115873336791992,16.497373580932617,5.024433135986328
