mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,121.15483283996576,120.2527523040772,47.7686882019043
mps-uncap,0.9,287.24343776702875,662.5003814697266,1540.2748584747314
mps-uncap,1.0,1810.3181838989258,5770.054388046265,7810.164880752564
mps-uncap,0.5,32.82823562622071,18.23294162750244,8.105754852294917
mps-uncap,0.6,41.21413230895998,28.84364128112793,11.343312263488768
mps-uncap,0.7,75.16074180603027,47.70321846008301,16.980409622192386
mps-uncap,0.1,0.06265640258789058,4.89630699157715,5.007314682006837
mps-uncap,0.2,14.629173278808581,12.71567344665527,7.045507431030273
mps-uncap,0.3,16.474699974060066,11.960697174072278,6.448292732238773
mps-uncap,0.4,22.648572921752923,13.96632194519043,6.459069252014159
