mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,210.29548406600955,201.98984146118156,121.53297901153566
mps-uncap,0.9,412.02180385589594,1227.647805213928,1686.4179229736328
mps-uncap,1.0,2282.7858352661124,6500.82721710205,8665.20679473877
mps-uncap,0.5,87.08553791046124,41.87089204788208,19.030151367187454
mps-uncap,0.6,89.38519477844234,54.99961376190189,27.235929965972893
mps-uncap,0.7,160.71702241897597,106.05158329010021,38.463830947876
mps-uncap,0.1,25.403108596801758,25.801839828491197,11.801633834838867
mps-uncap,0.2,33.379683494567864,29.82750415802004,15.325820446014403
mps-uncap,0.3,37.1073484420776,23.574142456054688,13.46838712692258
mps-uncap,0.4,53.333516120910765,29.646098613739042,14.25865173339844
