mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,29.785585403442383,25.12187957763672,8.22758674621582
mps-uncap,0.9,29.98502254486084,25.269746780395508,8.55555534362793
mps-uncap,1.0,30.241870880126953,25.35252571105957,8.66842269897461
mps-uncap,0.5,30.5140495300293,21.121501922607422,7.20372200012207
mps-uncap,0.6,29.057931900024414,24.04332160949707,7.272815704345703
mps-uncap,0.7,29.385805130004883,24.62289333343506,7.77134895324707
mps-uncap,0.1,31.107234954833984,28.888940811157227,10.029220581054688
mps-uncap,0.2,29.199886322021484,28.14016342163086,9.718060493469238
mps-uncap,0.3,29.483389854431152,23.50540161132813,9.089088439941406
mps-uncap,0.4,29.250383377075195,21.262645721435547,7.831501960754394
