mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,18.400192260742188,14.976978302001953,4.021406173706055
mps-uncap,0.9,18.8143253326416,14.926433563232422,4.045009613037109
mps-uncap,1.0,20.21026611328125,15.253067016601562,4.152536392211914
mps-uncap,0.5,18.43404769897461,15.013933181762695,4.061222076416016
mps-uncap,0.6,18.453359603881836,14.809608459472656,4.042625427246094
mps-uncap,0.7,18.491506576538086,14.796972274780273,4.006862640380859
mps-uncap,0.1,19.338607788085938,15.197277069091797,4.134178161621094
mps-uncap,0.2,18.456459045410156,15.303611755371094,4.111528396606445
mps-uncap,0.3,18.452882766723633,14.770269393920898,4.055500030517578
mps-uncap,0.4,18.353939056396484,14.604806900024414,4.084587097167969
