mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,239.9945878982544,222.4739074707031,128.98576259613037
mps-uncap,0.9,441.10131740570057,1251.9783735275264,1691.2556409835809
mps-uncap,1.0,2312.124414443969,6525.535840988159,8671.773834228516
mps-uncap,0.5,114.55425500869742,59.44889783859253,24.915938377380346
mps-uncap,0.6,112.1643018722533,75.76935291290285,32.70329713821409
mps-uncap,0.7,189.64926004409804,126.21443033218385,44.25374984741218
mps-uncap,0.1,51.706042289733894,45.32584190368645,20.785999298095696
mps-uncap,0.2,57.63190269470212,47.983503341674805,23.431324958801266
mps-uncap,0.3,58.69016170501707,40.97214221954346,20.41660308837889
mps-uncap,0.4,76.67071342468263,46.85595035552983,19.653544425964355
