mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,18.416166305541992,15.080690383911133,4.065990447998047
mps-uncap,0.9,19.814729690551758,15.136480331420898,4.108905792236328
mps-uncap,1.0,20.982980728149414,19.097328186035156,4.354715347290039
mps-uncap,0.5,18.456220626831055,15.029191970825195,4.10008430480957
mps-uncap,0.6,18.526315689086914,14.879703521728516,4.074573516845703
mps-uncap,0.7,18.51201057434082,14.891862869262695,4.041194915771484
mps-uncap,0.1,19.353151321411133,15.383481979370117,4.891633987426758
mps-uncap,0.2,18.46933364868164,15.411138534545898,4.140377044677734
mps-uncap,0.3,18.49198341369629,14.849185943603516,4.068851470947266
mps-uncap,0.4,18.39303970336914,14.617204666137695,4.114627838134766
