mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,33.564090728759766,28.504133224487305,9.886741638183594
mps-uncap,0.9,111.10973358154297,193.38452816009521,1355.7264804840088
mps-uncap,1.0,673.5601425170898,3197.8816986083984,4279.409170150757
mps-uncap,0.5,0.029087066650390625,0.024557113647460938,0.021696090698242188
mps-uncap,0.6,0.9579658508300781,0.9939670562744141,1.5693902969360352
mps-uncap,0.7,14.84978199005127,10.314226150512695,3.6640167236328125
mps-uncap,0.1,0.04267692565917969,0.041961669921875,0.030517578125
mps-uncap,0.2,0.038623809814453125,0.03170967102050781,0.0286102294921875
mps-uncap,0.3,0.028371810913085938,0.028371810913085938,0.02288818359375
mps-uncap,0.4,0.028133392333984375,0.025153160095214844,0.021457672119140625
