mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,318.1142807006836,301.1190891265869,171.73528671264648
mps-uncap,0.9,502.2773742675781,1373.5554218292236,1771.190881729126
mps-uncap,1.0,2406.7366123199463,6692.807197570801,8785.283327102661
mps-uncap,0.5,154.7257900238037,86.26961708068848,39.206743240356445
mps-uncap,0.6,175.19831657409668,112.03980445861816,56.22744560241699
mps-uncap,0.7,253.72076034545898,158.25152397155762,72.96872138977051
mps-uncap,0.1,60.71043014526367,51.520347595214844,24.943828582763672
mps-uncap,0.2,64.11027908325195,61.51151657104492,28.859853744506836
mps-uncap,0.3,104.54916954040527,48.41327667236328,28.69248390197754
mps-uncap,0.4,96.38452529907227,73.8832950592041,34.72328186035156
