mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,463.4541163430107,297.9682015424838,2372.569092137066
mps-uncap,0.9,504.14858261524074,334.23487087872167,2619.6453544538613
mps-uncap,1.0,542.1572047953517,333.82689871748187,2537.6126277654944
mps-uncap,0.5,276.82637658888757,178.2019854919775,1450.887264011294
mps-uncap,0.6,328.14330670951625,211.30410876000747,1753.6966567166467
mps-uncap,0.7,392.5024208742513,257.3218886828632,2080.9953103166154
mps-uncap,0.1,52.04877616217218,38.10863484163162,302.4834710176092
mps-uncap,0.2,109.86815061102715,78.90565499924178,589.1182375020941
mps-uncap,0.3,165.47050829372554,107.18350193422509,887.5142642571557
mps-uncap,0.4,225.76276110681758,141.6777806734456,1178.5900663233435
