mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,0.011920928955078125,0.011920928955078125,0.01049041748046875
mps-uncap,0.9,0.01239776611328125,0.01239776611328125,0.011920928955078125
mps-uncap,1.0,0.0133514404296875,0.0152587890625,0.01239776611328125
mps-uncap,0.5,0.012159347534179688,0.011920928955078125,0.010013580322265625
mps-uncap,0.6,0.011682510375976562,0.011205673217773438,0.010251998901367188
mps-uncap,0.7,0.012159347534179688,0.012159347534179688,0.0095367431640625
mps-uncap,0.1,0.012159347534179688,0.012874603271484375,0.01239776611328125
mps-uncap,0.2,0.012874603271484375,0.011682510375976562,0.011682510375976562
mps-uncap,0.3,0.012159347534179688,0.011920928955078125,0.011444091796875
mps-uncap,0.4,0.012636184692382812,0.011920928955078125,0.009775161743164062
