mode,load,0_densenet161-16,1_efficientnet_b5-8,2_mobilenet_v3_small-16
mps-uncap,0.8,31.96625947952271,26.88366889953613,10.586593151092531
mps-uncap,0.9,30.808382034301758,26.043367385864258,10.47038078308105
mps-uncap,1.0,30.89004516601562,26.101293563842773,10.47377109527588
mps-uncap,0.5,33.682765960693345,22.71968126296997,10.79227447509765
mps-uncap,0.6,31.448664665222157,26.06897354125977,10.866155624389643
mps-uncap,0.7,31.3362717628479,26.52237892150879,10.76449871063233
mps-uncap,0.1,38.37939262390137,36.605587005615234,10.708494186401364
mps-uncap,0.2,31.032328605651852,29.705388545989994,10.370683670043938
mps-uncap,0.3,32.64188766479489,27.77438163757324,9.938139915466309
mps-uncap,0.4,32.87330150604248,25.25434494018558,10.704383850097656
