mode,load,0_alexnet-32,1_densenet161-32,2_mobilenet_v3_large-16
mps-uncap,0.8,39.81804847717285,381.55531883239746,119.70877647399902
mps-uncap,0.9,66.77937507629395,578.8478851318359,116.24836921691895
mps-uncap,1.0,179.86273765563965,1996.384620666504,452.73661613464355
mps-uncap,0.5,17.25625991821289,122.13683128356934,31.16583824157715
mps-uncap,0.6,19.680261611938477,134.0506076812744,35.872459411621094
mps-uncap,0.7,36.06367111206055,245.67508697509766,69.73695755004883
mps-uncap,0.1,5.56492805480957,24.448394775390625,10.42628288269043
mps-uncap,0.2,7.486104965209961,32.23133087158203,19.030332565307617
mps-uncap,0.3,13.855457305908203,91.83359146118164,16.447782516479492
mps-uncap,0.4,17.56882667541504,89.21623229980469,27.692794799804688
