mode,load,0_alexnet-32,1_densenet161-32,2_mobilenet_v3_large-16
mps-uncap,0.8,26.53496265411378,292.8916907310485,61.41409873962402
mps-uncap,0.9,41.97093009948731,440.80937862396183,78.8288593292235
mps-uncap,1.0,146.99158668518066,1885.5526328086867,365.25585174560547
mps-uncap,0.5,7.8038692474365225,76.50120258331317,15.519390106201174
mps-uncap,0.6,10.599532127380375,100.41431427001949,21.10188961029051
mps-uncap,0.7,17.15667963027959,192.68789291381833,31.96753501892089
mps-uncap,0.1,1.9985866546630842,22.5360870361328,6.6945362091064435
mps-uncap,0.2,3.0061626434326216,31.02668523788449,7.246057987213135
mps-uncap,0.3,4.468059539794921,55.45822620391845,9.97454166412352
mps-uncap,0.4,6.055450439453122,59.9934458732603,15.951066017150836
