mode,load,0_alexnet-32,1_densenet161-32,2_mobilenet_v3_large-16
mps-uncap,0.8,10.817766189575195,136.59267425537115,19.037723541259766
mps-uncap,0.9,20.147085189819343,273.53415489196794,39.05963897705078
mps-uncap,1.0,84.1437816619873,1222.4345207214355,266.109037399292
mps-uncap,0.5,2.969980239868164,30.509996414184567,6.700897216796875
mps-uncap,0.6,4.2593955993652335,40.17329216003419,8.14948081970215
mps-uncap,0.7,7.210063934326175,92.16032028198245,12.987017631530762
mps-uncap,0.1,0.06370544433593751,0.06880760192871094,0.06542205810546876
mps-uncap,0.2,0.5401134490966846,4.844903945922852,1.0322332382202188
mps-uncap,0.3,1.434421539306641,22.131562232971245,3.8049459457397456
mps-uncap,0.4,2.0797252655029297,22.366762161254883,6.2671661376953125
