mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,15.727663040161135,17.417840957641598,18.10688018798827,28.074262142181393
mig,0.2,17.97349452972412,19.39472675323487,18.243832588195815,30.279436111450195
mig,0.3,21.007785797119137,22.561492919921868,21.988189220428442,38.25187683105469
mig,0.4,27.89036750793457,28.482308387756344,25.491607189178453,43.10395717620851
mig,0.5,37.71429777145399,36.35281324386597,38.26071739196778,53.49501371383638
mig,0.6,48.30151557922357,62.74240970611568,48.10871839523313,73.2283687591553
mig,0.7,100.17099380493161,99.14700508117672,110.6727409362794,131.50860786437988
mig,0.8,412.7134990692139,357.94227600097656,501.1590766906734,265.44861793518066
mig,0.9,5501.902198791504,5030.68733215332,4607.105665206909,410.23165464401234
mig,1.0,10433.63506793976,10513.3961558342,12528.12626361847,7788.613815307617
