mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,6.138324737548828,6.151437759399414,6.090879440307617,10.964632034301758
mig,0.2,6.033182144165039,6.04701042175293,6.094455718994141,10.893106460571289
mig,0.3,6.014347076416016,6.025791168212891,6.036281585693359,10.766267776489258
mig,0.4,5.982398986816406,6.029605865478516,6.029844284057617,10.843515396118164
mig,0.5,5.995988845825195,6.006002426147461,6.028175354003906,10.843753814697266
mig,0.6,5.991697311401367,6.004571914672852,6.033897399902344,10.802268981933594
mig,0.7,5.991220474243164,6.093740463256836,6.052732467651367,10.907888412475586
mig,0.8,6.148338317871094,6.104707717895508,6.193876266479492,10.962247848510742
mig,0.9,6.129026412963867,6.1588287353515625,6.233692169189453,10.908842086791992
mig,1.0,6.41179084777832,6.415843963623047,6.4601898193359375,11.203765869140625
