mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,20.115137100219727,23.396015167236328,22.779464721679688,34.378767013549805
mig,0.2,29.808998107910156,30.446767807006836,30.85494041442871,45.17936706542969
mig,0.3,31.303882598876953,35.05206108093262,35.02035140991211,58.440446853637695
mig,0.4,42.691946029663086,45.79353332519531,42.37246513366699,70.59860229492188
mig,0.5,57.74736404418945,55.562734603881836,66.77412986755371,71.74897193908691
mig,0.6,73.24075698852539,92.69213676452637,92.9725170135498,94.970703125
mig,0.7,126.66869163513184,135.02240180969238,171.80275917053223,167.344331741333
mig,0.8,448.2419490814209,401.08466148376465,546.9045639038086,304.0637969970703
mig,0.9,5640.768527984619,5080.1100730896,4766.439199447632,453.4759521484375
mig,1.0,10637.288331985474,10634.654998779297,12660.695552825928,7836.107015609741
