mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,0.03147125244140625,0.03314018249511719,0.034809112548828125,0.03993511199951172
mig,0.2,0.027179718017578125,0.027418136596679688,0.027418136596679688,0.028848648071289062
mig,0.3,0.02574920654296875,0.025510787963867188,0.025033950805664062,0.025987625122070312
mig,0.4,0.023126602172851562,0.025272369384765625,0.023126602172851562,0.02384185791015625
mig,0.5,1.806497573852539,1.1985301971435547,1.9197463989257812,1.8203258514404297
mig,0.6,4.54258918762207,4.953145980834961,4.235982894897461,6.748199462890625
mig,0.7,11.448383331298828,9.752273559570312,8.474588394165039,14.052152633666992
mig,0.8,63.68851661682129,57.33633041381836,75.38533210754395,48.488616943359375
mig,0.9,3075.0532150268555,3493.4284687042236,1878.442883491516,162.63854503631592
mig,1.0,5040.054082870483,4945.322275161743,5812.835216522217,3665.84575176239
