mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,10.868072509765625,11.057662963867188,11.188220977783201,16.53749942779541
mig,0.2,11.774516105651857,11.97624206542969,11.814403533935547,19.59524154663086
mig,0.3,13.239097595214842,13.391304016113281,13.605475425720215,22.147178649902344
mig,0.4,15.536308288574222,16.749453544616703,15.574550628662111,26.554107666015625
mig,0.5,20.611310005187992,19.3253755569458,21.007704734802246,31.70807361602783
mig,0.6,26.95546150207522,31.204080581665053,26.395463943481445,42.81158447265625
mig,0.7,54.85196113586426,46.960449218750014,38.39230537414551,74.83329772949219
mig,0.8,276.31893157958984,213.4835243225098,394.4115638732911,181.66303634643555
mig,0.9,5115.383148193359,4857.218265533447,4383.336162567139,331.70030117034895
mig,1.0,9531.0697555542,9749.358034133911,11524.974346160889,6973.362946510315
