mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,9.386539459228516,9.22560691833496,9.276294708251953,14.369654655456547
mig,0.2,8.793091773986816,8.866310119628906,8.994841575622559,13.563299179077148
mig,0.3,8.530235290527344,8.643531799316406,8.62741470336914,13.415098190307617
mig,0.4,8.279180526733398,8.222222328186035,8.314347267150879,12.911438941955566
mig,0.5,8.171224594116213,8.213520050048828,8.222389221191406,12.726116180419922
mig,0.6,8.132696151733398,8.189201354980469,8.206939697265625,12.602424621582031
mig,0.7,8.412456512451172,8.418655395507812,8.508443832397461,12.545967102050781
mig,0.8,8.830404281616211,8.902168273925781,8.975410461425781,12.592554092407227
mig,0.9,8.87608528137207,8.969545364379883,9.087920188903809,12.397527694702148
mig,1.0,8.804082870483398,8.849954605102539,8.99052619934082,12.234663963317871
