mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,8.032226562500002,9.423942565917969,10.261363983154284,15.802419185638403
mig,0.2,11.022989749908449,12.41352558135987,11.28585815429688,19.039683341979984
mig,0.3,13.754723072051975,16.018362045288054,14.78703022003173,26.64947509765625
mig,0.4,20.58219432830811,21.639442443847635,17.887842655181878,31.66160583496104
mig,0.5,30.378847122192422,29.089510440826416,31.439700126648,41.02990150451654
mig,0.6,41.66637420654295,55.348243713378864,40.620653629302836,61.57715797424317
mig,0.7,92.18186378478994,92.4141979217529,102.51153945922857,120.14764308929443
mig,0.8,404.74996566772467,350.3623676300049,493.01441669464083,253.43112945556635
mig,0.9,5494.3779945373535,5022.69012928009,4599.188060760498,398.69204044342035
mig,1.0,10426.585412025452,10504.69985961914,12520.453023910522,7776.605648994446
