mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,7.500886917114258,7.38072395324707,7.755756378173828,13.175606727600098
mig,0.2,6.87098503112793,6.7691802978515625,6.734013557434082,11.627912521362305
mig,0.3,7.147073745727539,7.099390029907227,7.088780403137207,11.998414993286133
mig,0.4,7.590055465698242,7.79414176940918,7.566213607788086,12.428879737854004
mig,0.5,9.193062782287598,8.850932121276855,9.375572204589844,14.45925235748291
mig,0.6,11.472225189208984,11.87753677368164,11.386632919311523,18.413782119750977
mig,0.7,18.737316131591797,16.976356506347656,15.739679336547852,25.968313217163086
mig,0.8,70.92976570129395,65.16480445861816,83.15610885620117,60.27817726135254
mig,0.9,3085.3967666625977,3500.8838176727295,1886.2673044204712,174.36540126800537
mig,1.0,5048.234462738037,4952.497243881226,5820.491552352905,3677.454948425293
