mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,6.110191345214844,6.122827529907227,6.043195724487305,10.775089263916016
mig,0.2,5.982637405395508,6.016016006469727,6.039619445800781,10.78033447265625
mig,0.3,5.977869033813477,6.002902984619141,6.017923355102539,10.755300521850586
mig,0.4,5.971431732177734,5.994081497192383,6.013631820678711,10.73598861694336
mig,0.5,5.963802337646484,5.987644195556641,6.014108657836914,10.736465454101562
mig,0.6,5.96165657043457,5.988597869873047,6.00886344909668,10.73598861694336
mig,0.7,5.968809127807617,5.995035171508789,6.011962890625,10.819673538208008
mig,0.8,5.979776382446289,6.092309951782227,6.023168563842773,10.912179946899414
mig,0.9,5.974531173706055,6.089925765991211,6.14476203918457,10.821104049682617
mig,1.0,6.126642227172852,6.117820739746094,6.157636642456055,10.873794555664062
