mode,load,0_alexnet-32,1_alexnet-32,2_alexnet-32,3_alexnet-32
mig,0.1,6.668329238891602,6.728887557983398,6.6070556640625,11.722207069396973
mig,0.2,6.4307451248168945,6.467342376708984,6.500959396362305,11.201143264770508
mig,0.3,6.439924240112305,6.481170654296875,6.481766700744629,11.224985122680664
mig,0.4,6.458759307861328,6.477713584899902,6.505012512207031,11.220932006835938
mig,0.5,6.519198417663574,6.532073020935059,6.588935852050781,11.346220970153809
mig,0.6,6.6165924072265625,6.6814422607421875,6.700873374938965,11.478424072265625
mig,0.7,6.829977035522461,6.827592849731445,6.923437118530273,11.571645736694336
mig,0.8,7.231950759887695,7.295846939086914,7.380485534667969,11.77978515625
mig,0.9,7.345914840698242,7.409572601318359,7.55918025970459,11.548519134521484
mig,1.0,7.420539855957031,7.467031478881836,7.62629508972168,11.619806289672852
