mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,63.09683322906494,20.946884155273438,21.001839637756348,12.783932685852053
