mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,62.03925609588623,15.229940414428711,15.248298645019531,8.314013481140137
